Date,Close,High,Low,Open,Volume,EMA_9,EMA_20,Long_Signal,Short_Signal,Account_Value,Buy_and_Hold_Account_Value,Strategy_Cum_Return,Buy_Hold_Cum_Return,Strategy_Daily_Return,Buy_Hold_Daily_Return,Strategy_Volatility,Buy_Hold_Volatility,Strategy_Sharpe,Buy_Hold_Sharpe,Strategy_Rolling_Sharpe,Buy_Hold_Rolling_Sharpe,Strategy_Cum_Max,Buy_Hold_Cum_Max,Strategy_Drawdown,Buy_Hold_Drawdown
1995-10-30,34.67677688598633,34.69528103587213,34.53799576184284,34.53799576184284,488700,34.597346033714466,,0,0,100000.0,100354.59230804443,0.0,0.003749522986739029,0.0,0.006444792068820426,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101425.63417053223,0.0,-0.01055987346046064
1995-10-31,34.528751373291016,34.84332199137566,34.528751373291016,34.76930537535575,508200,34.58362710162977,,0,0,100000.0,99926.2064743042,0.0,-0.0005352044620173801,0.0,-0.004268721778324602,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101425.63417053223,0.0,-0.014783518076968207
1995-11-01,34.80630874633789,34.80630874633789,34.4824860971827,34.51024232425315,415700,34.6281634305714,,0,0,100000.0,100729.45751190186,0.0,0.0074989355537418145,0.0,0.008038442225906106,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101425.63417053223,0.0,-0.006863912307019475
1995-11-02,35.02835464477539,35.02835464477539,34.7507924051179,34.7507924051179,326000,34.7082016734122,,0,0,100000.0,101372.05834197998,0.0,0.013926247566349081,0.0,0.006379472757531701,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101425.63417053223,0.0,-0.0005282276910604893
1995-11-03,35.07462692260742,35.08387900040289,34.97285406685731,35.07462692260742,615000,34.78148672325124,,0,0,100000.0,101505.97031402588,0.0,0.01526563896809674,0.0,0.0013209948997399135,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101505.97031402588,0.0,0.0
1995-11-06,34.95433044433594,35.06535531604902,34.94507837169318,35.06535531604902,311200,34.81605546746818,,0,0,100000.0,101157.8323059082,0.0,0.01178355258276187,0.0,-0.0034297293749387947,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101505.97031402588,0.0,-0.003429729374938755
1995-11-07,34.82480239868164,34.93582727349147,34.71377752387182,34.93582727349147,358200,34.817804853710875,,0,0,100000.0,100782.97814178467,0.0,0.008034250435495549,0.0,-0.0037056365837293548,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101505.97031402588,0.0,-0.00712265662802407
1995-11-08,35.13939666748047,35.15790082580984,34.87108637170455,34.87108637170455,357200,34.8821232164648,,0,0,100000.0,101693.41395568848,0.0,0.017140455671334376,0.0,0.009033626815661,,,-0.6061022298335836,0.35689080559649267,,,100000.0,101693.41395568848,0.0,0.0
1995-11-09,35.26891326904297,35.27816534492677,35.10237590313458,35.27816534492677,503700,34.95948122698044,,0,0,100000.0,102068.23500061035,0.0,0.020889426559391744,0.0,0.003685794687600996,,,-0.6061022298335836,0.35689080559649267,,,100000.0,102068.23500061035,0.0,0.0
1995-11-10,35.25041961669922,35.29668000989699,35.06537804390815,35.0746301225477,795600,35.01766890492419,34.861310174903544,0,0,100000.0,102014.71437072754,0.0,0.02035411167763801,0.0,-0.0005243612754006755,,,-0.6061022298335836,0.35689080559649267,,,100000.0,102068.23500061035,0.0,-0.0005243612754006421
1995-11-13,35.213409423828125,35.32443436158061,35.120888642367724,35.18565318939001,818500,35.05681700870498,34.894843436705884,0,0,100000.0,101907.6068725586,0.0,0.019282819395712636,0.0,-0.0010499220512416585,,,-0.6061022298335836,0.35689080559649267,,,100000.0,102068.23500061035,0.0,-0.001573732788176432
1995-11-14,34.98210525512695,35.22265927169222,34.98210525512695,35.1486426512106,341800,35.04187465798938,34.90315408607932,0,0,100000.0,101238.2126083374,0.0,0.012587518683019328,0.0,-0.0065686388363364046,0.0,0.09058898898415806,-0.6061022298335836,0.35689080559649267,-inf,1.1620038128044212,100000.0,102068.23500061035,0.0,-0.008132034342202409
1995-11-15,35.333675384521484,35.34292745977273,35.000600675476505,35.01910482597901,584700,35.100234803295805,34.944156114502384,1,0,100000.0,102255.65656280518,0.0,0.02276402242315667,0.0,0.010049999187599079,0.0,0.0941048570460643,-0.6061022298335836,0.35689080559649267,-inf,1.546358092744265,100000.0,102255.65656280518,0.0,0.0
1995-11-16,35.527957916259766,35.564966205755866,35.324412324031194,35.33366439640522,577700,35.1857794258886,34.999756286098325,0,0,100000.0,102817.91020965576,0.0,0.028387699594715432,0.0,0.005498508989624895,0.0,0.09526184679227315,-0.6061022298335836,0.35689080559649267,-inf,1.8515951174107557,100000.0,102817.91020965576,0.0,0.0
1995-11-17,35.63899230957031,35.64824438441703,35.537219486256376,35.58347986048999,267000,35.27642200262494,35.060635907381375,0,0,100000.0,103139.24374389648,0.0,0.03160168686022802,0.0,0.003125268093715272,0.0,0.0945840229853952,-0.6061022298335836,0.35689080559649267,-inf,1.6555885483722725,100000.0,103139.24374389648,0.0,0.0
1995-11-20,35.45395278930664,35.703758824095594,35.44470071394409,35.69450674873304,448800,35.31192815996128,35.09809465804092,0,0,100000.0,102603.73937225342,0.0,0.02624555670980988,0.0,-0.005192052532135727,0.0,0.09382291248573611,-0.6061022298335836,0.35689080559649267,-inf,1.7815446687022436,100000.0,103139.24374389648,0.0,-0.005192052532135773
1995-11-21,35.74076843261719,35.74076843261719,35.481710312991694,35.4909623886926,119200,35.39769621449246,35.15930168419104,0,0,100000.0,103433.78384399414,0.0,0.034547685425654784,0.0,0.00808980722163799,0.0,0.0963705575375162,-0.6061022298335836,0.35689080559649267,-inf,3.0063546702963,100000.0,103433.78384399414,0.0,0.0
1995-11-22,35.62972640991211,35.75000333625043,35.62972640991211,35.71299505122325,351600,35.444102253576396,35.20410403902162,0,0,100000.0,103112.42823028564,0.0,0.03133347732066949,0.0,-0.0031068728394697542,0.0,0.09759814813164094,-0.6061022298335836,0.35689080559649267,-inf,2.4556690466055198,100000.0,103433.78384399414,0.0,-0.003106872839469805
1995-11-24,35.7222785949707,35.7222785949707,35.63900988029711,35.66676611852164,62400,35.49973752185526,35.25345399673106,0,0,100000.0,103380.27425384521,0.0,0.034012480963637515,0.0,0.002597611443708514,0.0,0.09149400277124382,-0.6061022298335836,0.35689080559649267,-inf,4.041267311900551,100000.0,103433.78384399414,0.0,-0.0005173318442031723
1995-11-27,35.73152542114258,35.90731490405343,35.73152542114258,35.79628996747815,273000,35.54609510171272,35.29898460857978,0,0,100000.0,103407.03456878662,0.0,0.03428013840451438,0.0,0.0002588532012954836,0.0,0.08294614509393625,-0.6061022298335836,0.35689080559649267,-inf,5.813880681423285,100000.0,103433.78384399414,0.0,-0.0002586125559117571
1995-11-28,36.11083221435547,36.11083221435547,35.62047246355843,35.703741100486226,479000,35.65904252424127,35.376303428177465,0,0,101999.714580456,104504.74842834473,0.019997145804560024,0.04525950404754586,0.019997145804560024,0.010615465999345597,0.06927214507972156,0.08608050285734314,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.0259585269603155,101999.714580456,104504.74842834473,0.0,0.0
1995-11-29,36.14786911010742,36.175625344387,36.0275920948959,36.175625344387,549200,35.756807841414506,35.44978587407556,0,0,101999.714580456,104611.93320465088,0.019997145804560024,0.046331569267625605,0.0,0.0010256450344898749,0.06927214507972156,0.08479201144759971,-0.6061022298335836,0.35689080559649267,2.759707553239917,5.350595746471291,101999.714580456,104611.93320465088,0.0,0.0
1995-11-30,36.06460189819336,36.24039138923125,36.02759358429065,36.14787060447446,286200,35.81836665277028,35.508339781134396,0,0,101999.714580456,104370.95789337158,0.019997145804560024,0.04392132726289799,0.0,-0.0023035164717574164,0.06927214507972156,0.08322187680060765,-0.6061022298335836,0.35689080559649267,2.759707553239917,5.734913196064734,101999.714580456,104611.93320465088,0.0,-0.0023035164717573873
1995-12-01,36.11083221435547,36.166344638974,36.02756357742767,36.11083221435547,465200,35.87685976508732,35.56572001286973,0,0,101999.714580456,104504.74842834473,0.019997145804560024,0.04525950404754586,0.0,0.0012818751276559848,0.06927214507972156,0.0803770196456769,-0.6061022298335836,0.35689080559649267,2.759707553239917,4.929163037303363,101999.714580456,104611.93320465088,0.0,-0.0010245941645726808
1995-12-04,36.55495071411133,36.55495071411133,36.14785938750518,36.194119765528605,631700,36.01247795489212,35.659932460607024,0,0,101999.714580456,105790.02736663818,0.019997145804560024,0.058114901010914766,0.0,0.012298761134042824,0.06927214507972156,0.08700069890958324,-0.6061022298335836,0.35689080559649267,2.759707553239917,5.3703349589154294,101999.714580456,105790.02736663818,0.0,0.0
1995-12-05,36.795528411865234,36.83253673815326,36.49020971998906,36.51796596470508,567700,36.169088046286745,35.768084455964946,0,0,101999.714580456,106486.25922393799,0.019997145804560024,0.06507863210263909,0.0,0.006581261718430875,0.06927214507972156,0.08834498724324577,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.003126076279425,101999.714580456,106486.25922393799,0.0,0.0
1995-12-06,36.87876892089844,37.02680211275353,36.71223158006147,36.88802099538938,272800,36.31102422120909,35.87386392881575,0,0,101999.714580456,106727.15725708008,0.019997145804560024,0.06748810116921256,0.0,0.002262245240820082,0.06927214507972156,0.08586047631562585,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.972355823149091,101999.714580456,106727.15725708008,0.0,0.0
1995-12-07,36.68449783325195,36.87879151660587,36.65674159277282,36.83253111580732,289700,36.38571894361766,35.951067157809675,0,0,101999.714580456,106164.93672943115,0.019997145804560024,0.06186475525686275,0.0,-0.005267830064045187,0.06927214507972156,0.0874547367360959,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.630898358355818,101999.714580456,106727.15725708008,0.0,-0.005267830064045196
1995-12-08,36.80474090576172,36.85100126386348,36.57343911525291,36.84174919224313,296900,36.46952333604647,36.03236941951939,0,0,101999.714580456,106512.92018127441,0.019997145804560024,0.06534529576588888,0.0,0.003277762532182482,0.06927214507972156,0.08424638502191108,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.063561050355063,101999.714580456,106727.15725708008,0.0,-0.0020073342278724656
1995-12-11,36.96204376220703,37.0360603704918,36.80475846960189,36.878775077886665,186500,36.568027421278586,36.12090983310869,0,0,101999.714580456,106968.15464782715,0.019997145804560024,0.06989856401341288,0.0,0.00427398352967856,0.06927214507972156,0.08439976575967356,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.136170643313052,101999.714580456,106968.15464782715,0.0,0.0
1995-12-12,36.85102081298828,36.92503742521623,36.79550835381732,36.79550835381732,299400,36.62462609962053,36.19044421214484,0,0,101999.714580456,106646.85423278809,0.019997145804560024,0.06668490800710924,0.0,-0.003003701579193163,0.06927214507972156,0.08585073425467028,-0.6061022298335836,0.35689080559649267,2.759707553239917,5.685906888850427,101999.714580456,106968.15464782715,0.0,-0.0030037015791932156
1995-12-13,37.082332611083984,37.12859300605789,36.89729103118835,36.89729103118835,390700,36.716167401913225,36.27538596442476,0,0,101999.714580456,107316.27057647705,0.019997145804560024,0.07338042955927504,0.0,0.006276944111523131,0.06927214507972156,0.08618169886589697,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.6842691992073116,101999.714580456,107316.27057647705,0.0,0.0
1995-12-14,36.81400680541992,37.1840898092442,36.72148605446385,37.11932528357495,395000,36.73573528261457,36.32668318737668,0,0,101999.714580456,106539.73569488525,0.019997145804560024,0.0656135053054474,0.0,-0.007235947330450854,0.06927214507972156,0.08709067349656902,-0.6061022298335836,0.35689080559649267,2.759707553239917,6.522558048166663,101999.714580456,107316.27057647705,0.0,-0.007235947330450819
1995-12-15,36.827484130859375,36.86472122300383,36.69715430835381,36.86472122300383,416700,36.754085052263534,36.374378515327415,0,0,101999.714580456,106578.73907470703,0.019997145804560024,0.06600361823392031,0.0,0.000366092327593881,0.06927214507972156,0.08279448455966897,-0.6061022298335836,0.35689080559649267,2.759707553239917,5.457454000931647,101999.714580456,107316.27057647705,0.0,-0.00687250402765749
1995-12-18,36.1199836730957,36.50166391294027,36.11067439895316,36.50166391294027,862300,36.62726477642997,36.35015043511487,0,0,101999.714580456,104531.23274993896,0.019997145804560024,0.045524400995014425,0.0,-0.01921120800024534,0.06927214507972156,0.10952169581202736,-0.6061022298335836,0.35689080559649267,2.759707553239917,1.4182622537491616,101999.714580456,107316.27057647705,0.0,-0.02595168292354492
1995-12-19,36.50166320800781,36.548209577821645,36.092055153646086,36.13860152345992,1022600,36.602144462745535,36.36458022300943,0,0,101999.714580456,105635.81332397461,0.019997145804560024,0.05657244771404635,0.0,0.010566990792866937,0.06927214507972156,0.11442785582787333,-0.6061022298335836,0.35689080559649267,2.759707553239917,2.1378637024764267,101999.714580456,107316.27057647705,0.0,-0.015658923325190408
1995-12-20,36.14792251586914,36.65062347282431,36.14792251586914,36.61338636490171,1349800,36.51130007337026,36.343946155662735,0,0,101999.714580456,104612.0877609253,0.019997145804560024,0.046333115143934345,0.0,-0.00969108421506304,0.06927214507972156,0.11856346399065003,-0.6061022298335836,0.35689080559649267,2.759707553239917,1.607938676171965,101999.714580456,107316.27057647705,0.0,-0.02519825559559181
1995-12-21,36.3340950012207,36.44580628485243,36.19445589668104,36.36202282212864,857600,36.475859058940344,36.34300795047778,0,0,101999.714580456,105150.87093353271,0.019997145804560024,0.051722039956044075,0.0,0.005150295574243069,0.06927214507972156,0.11675662139217377,-0.6061022298335836,0.35689080559649267,2.759707553239917,1.3307051686677496,101999.714580456,107316.27057647705,0.0,-0.020177738485621356
1995-12-22,36.46443557739258,36.56683761756397,36.42719847187571,36.5296005120471,332800,36.47357436263079,36.35457248637442,0,0,101999.714580456,105528.07656097412,0.019997145804560024,0.055494861507149995,0.0,0.003587280106123414,0.06927214507972156,0.11622853362868593,-0.6061022298335836,0.35689080559649267,2.759707553239917,2.0278882263356315,101999.714580456,107316.27057647705,0.0,-0.016662841579354035
1995-12-26,36.64130401611328,36.659922564901954,36.53890199777556,36.61337619293027,432200,36.50712029332729,36.381880251111454,1,0,101999.714580456,106039.93382263184,0.019997145804560024,0.060614472582337875,0.0,0.0048504367589981,0.06927214507972156,0.1168475623229872,-0.6061022298335836,0.35689080559649267,2.759707553239917,2.2485054328057252,101999.714580456,107316.27057647705,0.0,-0.011893226879661793
1995-12-27,36.6226921081543,36.73440342114308,36.55752717557751,36.73440342114308,151800,36.53023465629269,36.40481471368697,0,0,101999.714580456,105986.07096099854,0.019997145804560024,0.06007573468875771,0.0,-0.0005079488423992418,0.06927214507972156,0.11695851697434324,-0.6061022298335836,0.35689080559649267,2.759707553239917,2.1676980926888945,101999.714580456,107316.27057647705,0.0,-0.012395134571235145
1995-12-28,36.58545684814453,36.73440527297159,36.49236408262762,36.54821974193777,256200,36.54127909466306,36.42201872649245,0,0,100979.78365474766,105878.31211853027,0.00979783654747668,0.058997927642388426,-0.009999350781553673,-0.0010167264574598711,0.03463876719270906,0.11199524854790949,-0.6061022298335836,0.35689080559649267,-4.872780145110148,1.0174042753125958,101999.714580456,107316.27057647705,-0.009999350781553699,-0.01339925856743262
1995-12-29,36.63200378417969,36.65993161425657,36.49236463379527,36.6226945074874,339200,36.55942403256638,36.44201730341505,0,0,100979.78365474766,106013.01895141602,0.00979783654747668,0.06034526926515227,0.0,0.0012722797539022057,0.03463876719270906,0.11200904654708277,-0.6061022298335836,0.35689080559649267,-4.872780145110148,1.0437019591194137,101999.714580456,107316.27057647705,-0.009999350781553699,-0.012144026418923082
1996-01-02,37.02300262451172,37.02300262451172,36.54822939497938,36.58546651102113,514400,36.65213975095545,36.49734923875759,0,0,100979.78365474766,107144.56959533691,0.00979783654747668,0.07166307140005168,0.0,0.010673695128326388,0.03463876719270906,0.11661296054035132,-0.6061022298335836,0.35689080559649267,-4.872780145110148,2.3379099480709598,101999.714580456,107316.27057647705,-0.009999350781553699,-0.0015999529262226554
1996-01-03,37.12538146972656,37.23709274797048,36.93919600598672,37.14400001610055,610300,36.74678809470967,36.55716183218321,0,0,100979.78365474766,107440.85397338867,0.00979783654747668,0.07462651628381933,0.0,0.0027652766647041638,0.03463876719270906,0.11672714644237966,-0.6061022298335836,0.35689080559649267,-4.872780145110148,2.488122324734788,101999.714580456,107440.85397338867,-0.009999350781553699,0.0
1996-01-04,36.7716178894043,37.31155556980568,36.47372123814837,37.17191651452946,1129700,36.7517540536486,36.577586218585225,0,0,100979.78365474766,106417.06217193604,0.00979783654747668,0.0643865211952892,0.0,-0.009528887416570764,0.03463876719270906,0.11540371039696773,-0.6061022298335836,0.35689080559649267,-4.872780145110148,0.24695597966889504,101999.714580456,107440.85397338867,-0.009999350781553699,-0.00952888741657073
1996-01-05,36.697174072265625,36.79026685276351,36.44582356492134,36.52960706736943,302400,36.740838057372,36.58897553798336,0,0,100979.78365474766,106201.62176513672,0.00979783654747668,0.06223168004070523,0.0,-0.002024491208479695,0.03463876719270906,0.11334018167628723,-0.6061022298335836,0.35689080559649267,-4.872780145110148,-0.6596901262957947,101999.714580456,107440.85397338867,-0.009999350781553699,-0.011534087476248936
1996-01-08,36.83680725097656,36.88335363365407,36.78095159176356,36.82749797444106,179900,36.76003189609292,36.61257855826843,1,0,100979.78365474766,106605.72018432617,0.00979783654747668,0.06627348406952382,0.0,0.0038050117547461237,0.03463876719270906,0.1138706130375372,-0.6061022298335836,0.35689080559649267,-4.872780145110148,-0.49403616171593817,101999.714580456,107440.85397338867,-0.009999350781553699,-0.007772963059930154
1996-01-09,36.20377731323242,36.97644728417567,36.11999382240725,36.948519453900616,415500,36.64878097952082,36.57364510636024,0,0,100979.78365474766,104773.73154449463,0.00979783654747668,0.04794988092335628,0.0,-0.017184712383762846,0.03463876719270906,0.12745088450615477,-0.6061022298335836,0.35689080559649267,-4.872780145110148,-1.5634162854655995,101999.714580456,107440.85397338867,-0.009999350781553699,-0.02482409930913845
1996-01-10,35.729000091552734,36.231700978718926,35.533505302099215,36.15722677321282,787700,36.46482480192721,36.49320272399762,0,0,99970.01971750977,103399.72626495361,-0.0002998028249022733,0.03420704053906043,-0.00999966429607635,-0.013114024472417607,0.04774699408180887,0.13366908245911244,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-2.9622424662803954,101999.714580456,107440.85397338867,-0.019899024926635766,-0.037612579935710294
1996-01-11,35.94312286376953,35.94312286376953,35.617298129184725,35.784865135542624,513200,36.36048441429568,36.44081416588066,0,0,99970.01971750977,104019.39756774902,-0.0002998028249022733,0.04040501075929903,0.0,0.005992968503683915,0.04774699408180887,0.13471340667520346,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-2.786154860636759,101999.714580456,107440.85397338867,-0.019899024926635766,-0.03184502243892334
1996-01-12,35.88727188110352,36.04552962999554,35.552137824626286,36.03622035064895,390400,36.26584190765725,36.388095853044746,0,0,99970.01971750977,103857.76482391359,-0.0002998028249022733,0.03878835539961356,0.0,-0.001553871178019084,0.04774699408180887,0.1345753544347604,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-2.65973253044996,101999.714580456,107440.85397338867,-0.019899024926635766,-0.03334941055441122
1996-01-15,35.812774658203125,36.017578672364934,35.663826284267266,35.896558118542046,154200,36.17522845776642,36.333303358297925,0,0,99970.01971750977,103642.16986083984,-0.0002998028249022733,0.036631968368720624,0.0,-0.002075867542877252,0.04774699408180887,0.13178885307491248,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-3.4765321736227155,101999.714580456,107440.85397338867,-0.019899024926635766,-0.035356049138344524
1996-01-16,36.25032424926758,36.27825207996809,35.68245835835712,35.98966449606278,454600,36.19024761606666,36.32540058600932,0,0,99970.01971750977,104908.43837738037,-0.0002998028249022733,0.04929722254612012,0.0,0.012217695926674876,0.04774699408180887,0.13841503272097969,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-1.623555363435605,101999.714580456,107440.85397338867,-0.019899024926635766,-0.023570322669210525
1996-01-17,36.13861083984375,36.41788913072353,36.01759024712918,36.16653866893172,407600,36.17992026082207,36.30761108637451,0,1,99970.01971750977,104585.13977050781,-0.0002998028249022733,0.046063580567539786,0.0,-0.0030817216600782515,0.04774699408180887,0.13859619472326412,-0.6061022298335836,0.35689080559649267,-6.048193695415584,-1.9199534095264805,101999.714580456,107440.85397338867,-0.019899024926635766,-0.026579407155384045
1996-01-18,36.25960922241211,36.287537034393424,35.97102183193848,36.278227763732986,425600,36.195858053140086,36.30303948028285,0,0,99970.01971750977,104935.30908966064,-0.0002998028249022733,0.04956598418436031,0.0,0.003348174701694795,0.04774699408180887,0.12200300681885891,-0.6061022298335836,0.35689080559649267,-6.048193695415584,0.03782165650889033,101999.714580456,107440.85397338867,-0.019899024926635766,-0.02332022495231292
1996-01-19,36.50166320800781,36.59475594763548,36.22238498912482,36.25962208497588,169800,36.25701908411363,36.321956025780466,0,0,98970.32365259145,105635.81332397461,-0.01029676347408548,0.05657244771404635,-0.009999958665039888,0.00667558175023264,0.05691905071711049,0.11853690556683698,-0.6061022298335836,0.35689080559649267,-7.181823438918243,-0.3550164608517527,101999.714580456,107440.85397338867,-0.029699994164934664,-0.016800319270183214
1996-01-22,36.510963439941406,36.59474688485713,36.40856145171107,36.4737263533122,288200,36.30780795527919,36.33995673189103,0,0,98970.32365259145,105662.72819519043,-0.01029676347408548,0.056841651031231955,0.0,0.0002547892648232519,0.05691905071711049,0.1131478328233876,-0.6061022298335836,0.35689080559649267,-7.181823438918243,0.6828935838708117,101999.714580456,107440.85397338867,-0.029699994164934664,-0.016549810546355622
1996-01-23,36.59476089477539,36.59476089477539,36.41788466557144,36.49235886734153,362200,36.36519854317843,36.36422379502287,0,0,98970.32365259145,105905.23802947998,-0.01029676347408548,0.059267241379310276,0.0,0.0022951312958867653,0.05691905071711049,0.11209676243212248,-0.6061022298335836,0.35689080559649267,-7.181823438918243,0.3836503105943332,101999.714580456,107440.85397338867,-0.029699994164934664,-0.014292663238594867
1996-01-24,36.89265441894531,36.967128614088274,36.63199473594494,36.65061328473068,1506500,36.470689718331805,36.414550521110726,0,0,98970.32365259145,106767.34188842773,-0.01029676347408548,0.06789002900947305,0.0,0.008140332574558595,0.05691905071711049,0.11482266179211734,-0.6061022298335836,0.35689080559649267,-7.181823438918243,0.8503773194328472,101999.714580456,107440.85397338867,-0.029699994164934664,-0.006268677696174636
1996-01-25,36.76231384277344,36.93919000458977,36.71576748440072,36.92057146124069,298400,36.52901454322013,36.44767083745956,0,0,98970.32365259145,106390.13626098633,-0.01029676347408548,0.06411720745836735,0.0,-0.0035329682351330494,0.05691905071711049,0.11456733325698185,-0.6061022298335836,0.35689080559649267,-7.181823438918243,-0.025821257251515604,101999.714580456,107440.85397338867,-0.029699994164934664,-0.00977949889213082
1996-01-26,37.07884216308594,37.09746071300464,36.68785261479329,36.734398989590034,726300,36.63898006719329,36.50778239228112,0,0,98970.32365259145,107306.1692199707,-0.01029676347408548,0.0732793955005282,0.0,0.008610130517525016,0.05691905071711049,0.11817291510681488,-0.6061022298335836,0.35689080559649267,-7.181823438918243,0.9008720791749609,101999.714580456,107440.85397338867,-0.029699994164934664,-0.0012535711364629319
1996-01-29,37.22779083251953,37.22779083251953,37.022986781928026,37.050914607008686,254800,36.75674222025854,36.576354624684775,0,0,98970.32365259145,107737.22666931152,-0.01029676347408548,0.07759084452547782,0.0,0.004017079842419724,0.04774844538297261,0.11858238905791117,-0.6061022298335836,0.35689080559649267,-6.048162633698241,1.4071596689750225,101999.714580456,107737.22666931152,-0.029699994164934664,0.0
1996-01-30,37.54428863525391,37.618762800659816,37.25570124430601,37.30224759768471,272100,36.91425150325762,36.66853881616755,0,0,98970.32365259145,108653.17131042482,-0.01029676347408548,0.08675214920974827,0.0,0.00850165415826698,0.04774844538297261,0.12151059760133932,-0.6061022298335836,0.35689080559649267,-6.048162633698241,2.0871994146342625,101999.714580456,108653.17131042482,-0.029699994164934664,0.0
1996-01-31,37.935306549072266,37.94461582675302,37.51638905343834,37.535007608799845,498000,37.11846251242055,36.789183362158475,0,0,98970.32365259145,109784.77715301514,-0.01029676347408548,0.09807050344332913,0.0,0.010414844122287992,0.04774844538297261,0.12125935978869057,-0.6061022298335836,0.35689080559649267,-6.048162633698241,2.0659076260130345,101999.714580456,109784.77715301514,-0.029699994164934664,0.0
1996-02-01,38.07493209838867,38.07493209838867,37.87012806265162,37.89805588570667,373900,37.309756429614175,36.911635622751824,0,0,98970.32365259145,110188.85349273682,-0.01029676347408548,0.10211208663267501,0.0,0.003680622671014655,0.04774844538297261,0.12145071298798084,-0.6061022298335836,0.35689080559649267,-6.048162633698241,2.1530938909722046,101999.714580456,110188.85349273682,-0.029699994164934664,0.0
